sample_id,domain,question,ground_truth_answer,retrieved_context,llm_response_without_rag,llm_response_with_rag,hallucination_label_without_rag,hallucination_label_with_rag,hallucination_type,factual_consistency_score,context_relevance_score,source_support_label,final_target_label
3464,finance,Can you answer this: What is inflation?,A general rise in prices,Inflation is a general rise in prices over time.,An increase in wages only.,"Based on the provided context, the correct answer is A general rise in prices.",1,0,contradiction,0.13,0.99,supported,0
3465,health,I need the correct answer: What mineral is important for strong bones?,Calcium,Calcium is important for strong bones and teeth.,Sodium.,The context supports this answer: Calcium.,1,0,unsupported_claim,0.29,0.74,supported,0
3466,technology,Please answer briefly: What does API stand for?,Application Programming Interface,API stands for Application Programming Interface.,The answer is Advanced Protocol Interface.,The context supports this answer: Application Programming Interface.,1,0,unsupported_claim,0.21,0.78,supported,0
3467,history,"Using reliable knowledge, Who wrote the Declaration of Independence?",Thomas Jefferson,Thomas Jefferson was the principal author of the Declaration of Independence.,It is Thomas Jefferson.,The context supports this answer: Thomas Jefferson.,0,0,none,0.88,0.74,supported,0
3468,health,"Using reliable knowledge, What is the normal unit used to measure body temperature?",Degrees Celsius or Fahrenheit,Body temperature is commonly measured in degrees Celsius or degrees Fahrenheit.,It is Degrees Celsius or Fahrenheit.,The context supports this answer: Degrees Celsius or Fahrenheit.,0,0,none,0.98,0.76,supported,0
3469,finance,Can you answer this: What is profit?,Revenue minus costs,Profit is what remains when costs are subtracted from revenue.,It is Revenue minus costs.,"Using the retrieved evidence, Revenue minus costs.",0,0,none,0.92,0.88,supported,0
3470,history,Who discovered America in 1492 according to traditional European accounts?,Christopher Columbus,Christopher Columbus reached the Americas in 1492 according to traditional European accounts.,The answer is Christopher Columbus.,"Based on the provided context, the correct answer is Christopher Columbus.",0,0,none,0.98,0.74,supported,0
3471,technology,Can you answer this: What does URL stand for?,Uniform Resource Locator,URL stands for Uniform Resource Locator.,The answer is Uniform Routing Link.,"According to the retrieved context, Uniform Resource Locator.",1,0,factual_error,0.06,0.97,supported,0
3472,technology,Please answer briefly: What does AI stand for?,Artificial Intelligence,AI stands for Artificial Intelligence.,It is Artificial Intelligence.,"According to the retrieved context, Artificial Intelligence.",0,0,none,0.89,1.0,supported,0
3473,finance,Please answer briefly: What is a stock?,A share of ownership in a company,A stock represents a share of ownership in a company.,A share of ownership in a company.,The context supports this answer: A share of ownership in a company.,0,0,none,1.0,0.83,supported,0
3474,biology,"Using reliable knowledge, What gas do humans need to breathe to survive?",Oxygen,Humans need oxygen to survive.,The answer is Nitrogen only.,The context supports this answer: Oxygen.,1,0,contradiction,0.11,0.76,supported,0
3475,chemistry,"Using reliable knowledge, What is NaCl commonly known as?",Salt,NaCl is commonly known as salt.,"Salt, but it is sometimes confused with Baking soda.","According to the retrieved context, Salt.",1,0,partially_correct,0.63,0.93,supported,0
3476,geography,"Using reliable knowledge, What is the capital of Japan?",Tokyo,Tokyo is the capital of Japan.,Kyoto.,"Based on the context, Tokyo, although some sources mention Osaka.",1,1,partially_correct,0.77,0.7,partially_supported,1
3477,literature,Who wrote 'The Odyssey'?,Homer,Homer is traditionally credited with writing 'The Odyssey'.,The answer is Socrates.,"Using the retrieved evidence, Homer.",1,0,factual_error,0.06,0.72,supported,0
3478,health,Can you answer this: Which blood cells help fight infection?,White blood cells,White blood cells help the body fight infection.,Platelets only.,"Based on the context, White blood cells, although some sources mention Red blood cells.",1,1,partially_correct,0.63,0.58,not_supported,1
3479,geography,I need the correct answer: What is the capital of France?,Paris,Paris is the capital and most populous city of France.,"Paris, but it is sometimes confused with Lyon.","Based on the provided context, the correct answer is Paris.",1,0,partially_correct,0.52,0.74,supported,0
3480,geography,Please answer briefly: Which river is the longest in the world?,The Nile,The Nile is commonly cited as the world's longest river.,"The Nile, but it is sometimes confused with Mississippi River.","Using the retrieved evidence, The Nile.",1,0,partially_correct,0.52,0.81,supported,0
3481,history,Can you answer this: In which year did World War II end?,1945,World War II ended in 1945.,The answer is 1939.,"Based on the provided context, the correct answer is 1945.",1,0,contradiction,0.2,0.97,supported,0
3482,physics,What unit is used to measure force?,Newton,Force is measured in newtons.,Newton.,The context supports this answer: Newton.,0,0,none,0.96,0.83,supported,0
3483,technology,"Using reliable knowledge, What does URL stand for?",Uniform Resource Locator,URL stands for Uniform Resource Locator.,Uniform Resource Locator.,The context supports this answer: Uniform Resource Locator.,0,0,none,0.9,0.78,supported,0
3484,health,Please answer briefly: What mineral is important for strong bones?,Calcium,Calcium is important for strong bones and teeth.,Potassium.,"According to the retrieved context, Calcium.",1,0,factual_error,0.26,0.99,supported,0
3485,finance,"Using reliable knowledge, What is a stock?",A share of ownership in a company,A stock represents a share of ownership in a company.,The answer is A share of ownership in a company.,"According to the retrieved context, A share of ownership in a company.",0,0,none,0.98,0.95,supported,0
3486,technology,What does API stand for?,Application Programming Interface,API stands for Application Programming Interface.,The answer is Applied Program Internet.,"According to the retrieved context, Application Programming Interface.",1,0,contradiction,0.16,0.74,supported,0
3487,literature,Who wrote 'Pride and Prejudice'?,Jane Austen,Jane Austen wrote 'Pride and Prejudice'.,The answer is Jane Austen.,"Using the retrieved evidence, Jane Austen.",0,0,none,0.99,0.82,supported,0
3488,science,Please answer briefly: What gas do plants absorb from the atmosphere?,Carbon dioxide,Plants absorb carbon dioxide from the atmosphere during photosynthesis.,Carbon dioxide.,"Based on the provided context, the correct answer is Carbon dioxide.",0,0,none,0.92,0.97,supported,0
3489,history,I need the correct answer: Which empire built the Colosseum?,The Roman Empire,The Colosseum was built during the Roman Empire.,It is commonly stated as The British Empire.,"Based on the provided context, the correct answer is The Roman Empire.",1,0,factual_error,0.35,0.92,supported,0
3490,technology,Please answer briefly: What does CPU stand for?,Central Processing Unit,"CPU stands for Central Processing Unit, the main processor in a computer.",It is commonly stated as Central Program Unit.,The context supports this answer: Central Processing Unit.,1,0,unsupported_claim,0.3,0.94,supported,0
3491,history,Can you answer this: Who was the first President of the United States?,George Washington,George Washington served as the first President of the United States from 1789 to 1797.,The answer is John Adams.,"Using the retrieved evidence, George Washington.",1,0,contradiction,0.18,0.9,supported,0
3492,technology,Can you answer this: What is an operating system?,Software that manages computer hardware and software,An operating system is software that manages computer hardware and software resources.,The answer is An antivirus only.,"Based on the context, Software that manages computer hardware and software, although some sources mention A programming language.",1,1,partially_correct,0.72,0.81,partially_supported,1
3493,physics,"Using reliable knowledge, What is the speed of light in vacuum?","About 299,792 km/s","The speed of light in vacuum is about 299,792 kilometers per second.","The answer is About 299,792 km/s.","According to the retrieved context, About 299,792 km/s.",0,0,none,0.98,0.97,supported,0
3494,technology,Can you answer this: What does AI stand for?,Artificial Intelligence,AI stands for Artificial Intelligence.,It is Artificial Intelligence.,The context supports this answer: Artificial Intelligence.,0,0,none,1.0,0.73,supported,0
3495,finance,Please answer briefly: What does GDP stand for?,Gross Domestic Product,"GDP stands for Gross Domestic Product, a measure of the total value of goods and services produced.",Gross Domestic Product.,"Based on the provided context, the correct answer is Gross Domestic Product.",0,0,none,0.88,0.85,supported,0
3496,health,Which vitamin is produced when skin is exposed to sunlight?,Vitamin D,Exposure to sunlight helps the body produce vitamin D.,It is commonly stated as Vitamin A.,"According to the retrieved context, Vitamin D.",1,0,contradiction,0.39,0.95,supported,0
3497,biology,I need the correct answer: What is the basic unit of life?,The cell,The cell is the basic structural and functional unit of life.,It is The cell.,"Using the retrieved evidence, The cell.",0,0,none,1.0,0.76,supported,0
3498,chemistry,Can you answer this: What is NaCl commonly known as?,Salt,NaCl is commonly known as salt.,Chlorine.,"Using the retrieved evidence, Salt.",1,0,unsupported_claim,0.24,0.82,supported,0
3499,finance,Can you answer this: What is a loan?,Borrowed money that must be repaid,"A loan is borrowed money that must be repaid, usually with interest.",It is Borrowed money that must be repaid.,"According to the retrieved context, Borrowed money that must be repaid.",0,0,none,0.99,0.96,supported,0
3500,biology,"Using reliable knowledge, What gas do humans need to breathe to survive?",Oxygen,Humans need oxygen to survive.,"Oxygen, but it is sometimes confused with Carbon dioxide.","Based on the provided context, the correct answer is Oxygen.",1,0,partially_correct,0.53,0.72,supported,0
